"giver","receiver","yearmonth","direct.cont","indirect.cont","hr.diff.m"
"D1094","D1149","Mar 2023",0,0,995.319241936884
"D1094","D1150","Mar 2023",0,1,1255.41886678798
"D1094","D1151","Mar 2023",0,3,1022.01201122212
"D1094","D1155","Mar 2023",0,0,3075.98238409041
"D1094","D1156","Mar 2023",0,4,1256.77935921878
"D1094","D1158","Mar 2023",177,5228,30.794175071904
"D1094","D1160","Mar 2023",0,0,2436.03131075064
"D1094","D1161","Mar 2023",0,0,1227.0572989535
"D1094","D1162","Mar 2023",0,12,1024.93920153258
"D1094","D1164","Mar 2023",0,127,584.878058612816
"D1095","D1077","Mar 2023",0,0,1953.46155099436
"D1095","D1094","Mar 2023",6,2558,263.353835017822
"D1095","D1119","Mar 2023",24,1597,381.749526239946
"D1095","D1120","Mar 2023",0,13,1135.41696713074
"D1095","D1123","Mar 2023",0,0,2025.98499605264
"D1095","D1126","Mar 2023",0,0,1751.7587174714
"D1095","D1127","Mar 2023",5,766,478.06363724963
"D1095","D1128","Mar 2023",0,4,934.450961076758
"D1095","D1131","Mar 2023",0,0,1962.61780698433
"D1095","D1132","Mar 2023",0,9,728.859093791013
"D1095","D1134","Mar 2023",6,226,882.269679638913
"D1095","D1135","Mar 2023",0,0,3198.77124395832
"D1095","D1136","Mar 2023",0,0,1152.9036637206
"D1095","D1138","Mar 2023",0,0,1818.67129318576
"D1095","D1139","Mar 2023",0,0,3226.05101848826
"D1095","D1141","Mar 2023",0,0,2431.40394068955
"D1095","D1143","Mar 2023",0,0,2035.50980459562
"D1095","D1144","Mar 2023",0,0,2349.57059471017
"D1095","D1146","Mar 2023",0,0,2188.21786070312
"D1095","D1148","Mar 2023",0,0,2794.986919673
"D1095","D1149","Mar 2023",0,72,883.341785942667
"D1095","D1150","Mar 2023",0,44,1147.6373421944
"D1095","D1151","Mar 2023",3,704,758.770742211396
"D1095","D1155","Mar 2023",0,0,2821.32451783584
"D1095","D1156","Mar 2023",0,20,1143.03405458653
"D1095","D1158","Mar 2023",3,2760,235.776020928865
"D1095","D1160","Mar 2023",0,0,2185.41541514183
"D1095","D1161","Mar 2023",0,0,1095.89646121051
"D1095","D1162","Mar 2023",0,30,985.854479042643
"D1095","D1164","Mar 2023",2,638,353.711496849659
"D1119","D1077","Mar 2023",0,1,1571.80785584498
"D1119","D1094","Mar 2023",0,542,634.668377574559
"D1119","D1095","Mar 2023",24,2822,381.749526239946
"D1119","D1120","Mar 2023",0,201,951.265926608276
"D1119","D1123","Mar 2023",0,0,1788.41769730864
"D1119","D1126","Mar 2023",0,0,1501.55168294866
"D1119","D1127","Mar 2023",0,2101,374.835683999197
"D1119","D1128","Mar 2023",0,60,768.41424755107
"D1119","D1131","Mar 2023",0,0,1580.96290444272
"D1119","D1132","Mar 2023",0,215,659.656409539984
"D1119","D1134","Mar 2023",0,801,683.984466507441
"D1119","D1135","Mar 2023",0,0,2947.314876232
"D1119","D1136","Mar 2023",0,15,773.572187301103
"D1119","D1138","Mar 2023",0,0,1441.39115213696
"D1119","D1139","Mar 2023",0,0,2977.43090334192
"D1119","D1141","Mar 2023",0,0,2049.66783668643
"D1119","D1143","Mar 2023",0,0,1690.95229312542
"D1119","D1144","Mar 2023",0,0,1967.8248645348
"D1119","D1146","Mar 2023",0,0,1806.68908352352
"D1119","D1148","Mar 2023",0,0,2496.92626700544
"D1119","D1149","Mar 2023",0,335,710.54424855645
"D1119","D1150","Mar 2023",0,160,952.892963882659
"D1119","D1151","Mar 2023",14,3641,417.000022679398
"D1119","D1155","Mar 2023",0,0,2524.38026625014
"D1119","D1156","Mar 2023",0,226,939.360630061509
"D1119","D1158","Mar 2023",0,564,610.470054794889
"D1119","D1160","Mar 2023",0,0,1803.96903247763
"D1119","D1161","Mar 2023",0,0,1141.07521348465
"D1119","D1162","Mar 2023",2,28,1172.53450591418
"D1119","D1164","Mar 2023",0,602,360.721342316439
"D1120","D1077","Mar 2023",0,0,1524.17691612382
"D1120","D1094","Mar 2023",0,10,1237.04288220707
"D1120","D1095","Mar 2023",0,75,1135.41696713074
"D1120","D1119","Mar 2023",0,142,951.265926608276
"D1120","D1123","Mar 2023",0,100,900.964891200132
"D1120","D1126","Mar 2023",0,312,648.232935838091
"D1120","D1127","Mar 2023",0,719,657.928093262699
"D1120","D1128","Mar 2023",72,3319,201.453651681113
"D1120","D1131","Mar 2023",0,0,1531.77462492642
"D1120","D1132","Mar 2023",0,5,1600.0969466562
"D1120","D1134","Mar 2023",0,20,1550.52608141472
"D1120","D1135","Mar 2023",0,0,3548.66425303513
"D1120","D1136","Mar 2023",0,32,1102.35517417257
"D1120","D1138","Mar 2023",0,1,1593.43392499754
"D1120","D1139","Mar 2023",0,0,3584.51379725583
"D1120","D1141","Mar 2023",0,0,1964.44014459054
"D1120","D1143","Mar 2023",0,0,1182.69191826359
"D1120","D1144","Mar 2023",0,0,1888.09781601047
"D1120","D1146","Mar 2023",0,0,1778.32047479164
"D1120","D1148","Mar 2023",0,0,2988.48815949308
"D1120","D1149","Mar 2023",26,2836,252.625009841237
"D1120","D1150","Mar 2023",178,3158,34.0528549111375
"D1120","D1151","Mar 2023",0,207,1146.45247824526
"D1120","D1155","Mar 2023",0,0,3018.0092366555
"D1120","D1156","Mar 2023",94,3200,61.6574001477632
"D1120","D1158","Mar 2023",0,10,1235.50904018112
"D1120","D1160","Mar 2023",0,0,1781.92837600218
"D1120","D1161","Mar 2023",0,0,2091.75780643656
"D1120","D1162","Mar 2023",0,1,2096.11774747054
"D1120","D1164","Mar 2023",0,1,1304.18304006808
"D1123","D1077","Mar 2023",0,0,1556.38060135887
"D1123","D1094","Mar 2023",0,0,2138.00691219632
"D1123","D1095","Mar 2023",0,0,2025.98499605264
"D1123","D1119","Mar 2023",0,0,1788.41769730864
"D1123","D1120","Mar 2023",0,203,900.964891200132
"D1123","D1126","Mar 2023",6,1108,291.513031954882
"D1123","D1127","Mar 2023",0,0,1548.78958701085
"D1123","D1128","Mar 2023",0,25,1100.79683935386
"D1123","D1131","Mar 2023",0,0,1559.82933892167
"D1123","D1132","Mar 2023",0,0,2390.24583206546
"D1123","D1134","Mar 2023",0,0,2272.51604569806
"D1123","D1135","Mar 2023",0,0,3884.44734842104
"D1123","D1136","Mar 2023",0,1,1607.99674966531
"D1123","D1138","Mar 2023",0,1,1783.53890987617
"D1123","D1139","Mar 2023",0,0,3924.17014460898
"D1123","D1141","Mar 2023",0,0,1836.41594495127
"D1123","D1143","Mar 2023",0,0,847.01432059002
"D1123","D1144","Mar 2023",0,0,1783.08761582998
"D1123","D1146","Mar 2023",0,0,1751.28839687103
"D1123","D1148","Mar 2023",0,0,3255.2495086907
"D1123","D1149","Mar 2023",0,0,1146.85045872705
"D1123","D1150","Mar 2023",0,228,883.446866423009
"D1123","D1151","Mar 2023",0,0,1854.73898923804
"D1123","D1155","Mar 2023",0,0,3284.37248589573
"D1123","D1156","Mar 2023",0,251,884.677107200228
"D1123","D1158","Mar 2023",0,0,2136.33539281705
"D1123","D1160","Mar 2023",0,0,1760.03442060519
"D1123","D1161","Mar 2023",0,0,2897.48947767258
"D1123","D1162","Mar 2023",0,0,2959.26544760589
"D1123","D1164","Mar 2023",0,0,2149.11920291284
"D1126","D1077","Mar 2023",0,1,1370.68620943837
"D1126","D1094","Mar 2023",0,0,1877.72055222696
"D1126","D1095","Mar 2023",0,0,1751.7587174714
"D1126","D1119","Mar 2023",0,0,1501.55168294866
"D1126","D1120","Mar 2023",0,428,648.232935838091
"D1126","D1123","Mar 2023",6,1482,291.513031954882
"D1126","D1127","Mar 2023",0,0,1277.32438340744
"D1126","D1128","Mar 2023",0,44,841.312140701356
"D1126","D1131","Mar 2023",0,2,1375.39679120147
"D1126","D1132","Mar 2023",0,0,2098.91288236064
"D1126","D1134","Mar 2023",0,0,1981.9832888586
"D1126","D1135","Mar 2023",0,0,3655.56615640734
"D1126","D1136","Mar 2023",0,0,1330.63491190863
"D1126","D1138","Mar 2023",0,1,1564.94336515813
"D1126","D1139","Mar 2023",0,0,3694.62895438323
"D1126","D1141","Mar 2023",0,0,1706.92573311646
"D1126","D1143","Mar 2023",0,0,746.381059877175
"D1126","D1144","Mar 2023",0,0,1644.89279680014
"D1126","D1146","Mar 2023",0,0,1588.48526097531
"D1126","D1148","Mar 2023",0,0,3038.18446439413
"D1126","D1149","Mar 2023",0,44,882.403417604789
"D1126","D1150","Mar 2023",1,519,625.594521857781
"D1126","D1151","Mar 2023",0,0,1563.9090211999
"D1126","D1155","Mar 2023",0,0,3067.59101548441
"D1126","D1156","Mar 2023",0,536,621.55024691659
"D1126","D1158","Mar 2023",0,0,1874.06838540443
"D1126","D1160","Mar 2023",0,0,1595.97001440942
"D1126","D1161","Mar 2023",0,0,2606.31501018458
"D1126","D1162","Mar 2023",0,0,2673.6261349941
"D1126","D1164","Mar 2023",0,0,1862.00247491861
"D1127","D1077","Mar 2023",0,0,1679.19914158123
"D1127","D1094","Mar 2023",0,328,615.762371755789
"D1127","D1095","Mar 2023",5,887,478.06363724963
"D1127","D1119","Mar 2023",0,1214,374.835683999197
"D1127","D1120","Mar 2023",0,825,657.928093262699
"D1127","D1123","Mar 2023",0,0,1548.78958701085
"D1127","D1126","Mar 2023",0,0,1277.32438340744
"D1127","D1128","Mar 2023",3,2596,457.654345674571
"D1127","D1131","Mar 2023",0,0,1688.19110932185
"D1127","D1132","Mar 2023",0,25,1023.6393509759
"D1127","D1134","Mar 2023",0,169,1057.13052179507
"D1127","D1135","Mar 2023",0,0,3286.143315158
"D1127","D1136","Mar 2023",0,5,965.721440372301
"D1127","D1138","Mar 2023",0,0,1616.80791441582
"D1127","D1139","Mar 2023",0,0,3317.68999073893
"D1127","D1141","Mar 2023",0,0,2159.88814766764
"D1127","D1143","Mar 2023",0,0,1624.55691177976
"D1127","D1144","Mar 2023",0,0,2077.79932151069
"D1127","D1146","Mar 2023",0,0,1930.57102371429
"D1127","D1148","Mar 2023",0,0,2805.2210224508
"D1127","D1149","Mar 2023",2,3661,405.501051661231
"D1127","D1150","Mar 2023",0,680,669.610494075074
"D1127","D1151","Mar 2023",0,1134,739.581436601672
"D1127","D1155","Mar 2023",0,0,2833.47901888498
"D1127","D1156","Mar 2023",0,828,665.08081998801
"D1127","D1158","Mar 2023",0,314,607.047721445224
"D1127","D1160","Mar 2023",0,0,1930.09027341959
"D1127","D1161","Mar 2023",0,0,1482.31430945833
"D1127","D1162","Mar 2023",0,14,1444.66837021777
"D1127","D1164","Mar 2023",0,41,680.044526186477
"D1128","D1077","Mar 2023",0,0,1561.55209937005
"D1128","D1094","Mar 2023",0,1,1038.0165790361
"D1128","D1095","Mar 2023",0,24,934.450961076758
"D1128","D1119","Mar 2023",0,44,768.41424755107
"D1128","D1120","Mar 2023",72,2896,201.453651681113
"D1128","D1123","Mar 2023",0,0,1100.79683935386
"D1128","D1126","Mar 2023",0,36,841.312140701356
"D1128","D1127","Mar 2023",3,1724,457.654345674571
"D1128","D1131","Mar 2023",0,0,1569.74074217168
"D1128","D1132","Mar 2023",0,0,1424.74229891988
"D1128","D1134","Mar 2023",0,9,1396.66300902551
"D1128","D1135","Mar 2023",0,0,3473.85732213024
"D1128","D1136","Mar 2023",0,0,1035.57570120913
"D1128","D1138","Mar 2023",0,0,1589.81185572815
"D1128","D1139","Mar 2023",0,0,3508.52139247302
"D1128","D1141","Mar 2023",0,0,2020.89124475666
"D1128","D1143","Mar 2023",0,0,1312.36984910509
"D1128","D1144","Mar 2023",0,0,1941.88144724697
"D1128","D1146","Mar 2023",0,0,1818.69988827069
"D1128","D1148","Mar 2023",0,0,2935.33892923035
"D1128","D1149","Mar 2023",164,4819,58.0225326324974
"D1128","D1150","Mar 2023",63,2592,217.463228451896
"D1128","D1151","Mar 2023",0,22,1007.04644125521
"D1128","D1155","Mar 2023",0,0,2964.62559094973
"D1128","D1156","Mar 2023",44,2516,219.874792217963
"D1128","D1158","Mar 2023",0,1,1035.70977510518
"D1128","D1160","Mar 2023",0,0,1821.03927028077
"D1128","D1161","Mar 2023",0,0,1908.88029974601
"D1128","D1162","Mar 2023",0,2,1899.40146904596
"D1128","D1164","Mar 2023",0,0,1114.70511040428
"D1131","D1077","Mar 2023",370,4758,9.15905884378583
"D1131","D1094","Mar 2023",0,0,2208.77755956843
"D1131","D1095","Mar 2023",0,0,1962.61780698433
"D1131","D1119","Mar 2023",0,0,1580.96290444272
"D1131","D1120","Mar 2023",0,0,1531.77462492642
"D1131","D1123","Mar 2023",0,0,1559.82933892167
"D1131","D1126","Mar 2023",0,127,1375.39679120147
"D1131","D1127","Mar 2023",0,0,1688.19110932185
"D1131","D1128","Mar 2023",0,0,1569.74074217168
"D1131","D1132","Mar 2023",0,0,1786.50700819759
"D1131","D1134","Mar 2023",0,0,1528.32050002057
"D1131","D1135","Mar 2023",0,0,2360.5228838961
"D1131","D1136","Mar 2023",0,2,827.080167204028
"D1131","D1138","Mar 2023",3,1784,328.087924123553
"D1131","D1139","Mar 2023",0,0,2401.42667590618
"D1131","D1141","Mar 2023",0,647,472.670159827898
"D1131","D1143","Mar 2023",0,51,764.022423390277
"D1131","D1144","Mar 2023",1,641,390.387975113222
"D1131","D1146","Mar 2023",13,1535,249.023786503338
"D1131","D1148","Mar 2023",0,0,1713.63835568116
"D1131","D1149","Mar 2023",0,0,1553.47564588293
"D1131","D1150","Mar 2023",0,0,1499.18377376509
"D1131","D1151","Mar 2023",0,3,1277.66951062497
"D1131","D1155","Mar 2023",0,0,1742.07420145926
"D1131","D1156","Mar 2023",0,0,1470.15592260858
"D1131","D1158","Mar 2023",0,0,2186.90379653301
"D1131","D1160","Mar 2023",6,1403,251.352298268181
"D1131","D1161","Mar 2023",0,1,2215.64615258513
"D1131","D1162","Mar 2023",0,0,2493.68307116664
"D1131","D1164","Mar 2023",0,11,1810.33763409392
"D1132","D1077","Mar 2023",0,0,1778.09138384315
"D1132","D1094","Mar 2023",0,6,938.210338799604
"D1132","D1095","Mar 2023",0,8,728.859093791013
"D1132","D1119","Mar 2023",0,146,659.656409539984
"D1132","D1120","Mar 2023",0,1,1600.0969466562
"D1132","D1123","Mar 2023",0,0,2390.24583206546
"D1132","D1126","Mar 2023",0,0,2098.91288236064
"D1132","D1127","Mar 2023",0,0,1023.6393509759
"D1132","D1128","Mar 2023",0,0,1424.74229891988
"D1132","D1131","Mar 2023",0,0,1786.50700819759
"D1132","D1134","Mar 2023",1,627,281.010094651105
"D1132","D1135","Mar 2023",0,0,2516.03593353859
"D1132","D1136","Mar 2023",0,0,996.951991156242
"D1132","D1138","Mar 2023",0,0,1540.50635542839
"D1132","D1139","Mar 2023",0,0,2540.42311082572
"D1132","D1141","Mar 2023",0,0,2208.6739517907
"D1132","D1143","Mar 2023",0,1,2129.78231978702
"D1132","D1144","Mar 2023",0,0,2133.25803295497
"D1132","D1146","Mar 2023",0,0,1960.94172949084
"D1132","D1148","Mar 2023",0,0,2179.16864995178
"D1132","D1149","Mar 2023",0,1,1366.7210339265
"D1132","D1150","Mar 2023",0,0,1598.19263951872
"D1132","D1151","Mar 2023",0,108,572.211750949836
"D1132","D1155","Mar 2023",0,0,2203.06496164489
"D1132","D1156","Mar 2023",0,0,1581.62392993916
"D1132","D1158","Mar 2023",0,2,907.671921843814
"D1132","D1160","Mar 2023",0,0,1954.46996230896
"D1132","D1161","Mar 2023",0,335,508.35628639149
"D1132","D1162","Mar 2023",0,246,707.192822616571
"D1132","D1164","Mar 2023",1,1508,378.469673782629
"D1134","D1077","Mar 2023",0,0,1520.16785675562
"D1134","D1094","Mar 2023",0,5,1124.33669970337
"D1134","D1095","Mar 2023",6,122,882.269679638913
"D1134","D1119","Mar 2023",0,299,683.984466507441
"D1134","D1120","Mar 2023",0,0,1550.52608141472
"D1134","D1123","Mar 2023",0,0,2272.51604569806
"D1134","D1126","Mar 2023",0,0,1981.9832888586
"D1134","D1127","Mar 2023",0,28,1057.13052179507
"D1134","D1128","Mar 2023",0,0,1396.66300902551
"D1134","D1131","Mar 2023",0,0,1528.32050002057
"D1134","D1132","Mar 2023",1,900,281.010094651105
"D1134","D1135","Mar 2023",0,0,2316.7627321817
"D1134","D1136","Mar 2023",0,74,773.092912432463
"D1134","D1138","Mar 2023",0,6,1269.52148647011
"D1134","D1139","Mar 2023",0,0,2343.85291478584
"D1134","D1141","Mar 2023",0,0,1938.99517153348
"D1134","D1143","Mar 2023",0,1,1928.52975233856
"D1134","D1144","Mar 2023",0,6,1864.95639001972
"D1134","D1146","Mar 2023",0,1,1692.52896170074
"D1134","D1148","Mar 2023",0,0,1937.14147609826
"D1134","D1149","Mar 2023",0,7,1339.7531479277
"D1134","D1150","Mar 2023",0,4,1542.7060384355
"D1134","D1151","Mar 2023",1,1393,418.727193422943
"D1134","D1155","Mar 2023",0,0,1962.19875947379
"D1134","D1156","Mar 2023",0,3,1522.00799404266
"D1134","D1158","Mar 2023",0,1,1093.64002330395
"D1134","D1160","Mar 2023",0,1,1685.60902990282
"D1134","D1161","Mar 2023",0,48,699.264513234574
"D1134","D1162","Mar 2023",0,36,974.834688751098
"D1134","D1164","Mar 2023",0,95,539.753375633574
"D1135","D1077","Mar 2023",0,0,2361.5642686862
"D1135","D1094","Mar 2023",0,0,3438.93667621241
"D1135","D1095","Mar 2023",0,0,3198.77124395832
"D1135","D1119","Mar 2023",0,0,2947.314876232
"D1135","D1120","Mar 2023",0,0,3548.66425303513
"D1135","D1123","Mar 2023",0,0,3884.44734842104
"D1135","D1126","Mar 2023",0,0,3655.56615640734
"D1135","D1127","Mar 2023",0,0,3286.143315158
"D1135","D1128","Mar 2023",0,0,3473.85732213024
"D1135","D1131","Mar 2023",0,0,2360.5228838961
"D1135","D1132","Mar 2023",0,0,2516.03593353859
"D1135","D1134","Mar 2023",0,0,2316.7627321817
"D1135","D1136","Mar 2023",0,0,2446.58579408062
"D1135","D1138","Mar 2023",0,0,2101.76587895375
"D1135","D1139","Mar 2023",261,5330,41.7770892196142
"D1135","D1141","Mar 2023",0,0,2299.19817422647
"D1135","D1143","Mar 2023",0,0,3124.51478142266
"D1135","D1144","Mar 2023",0,0,2302.06708313908
"D1135","D1146","Mar 2023",0,0,2240.29081636107
"D1135","D1148","Mar 2023",0,85,660.125909353199
"D1135","D1149","Mar 2023",0,0,3428.28292648126
"D1135","D1150","Mar 2023",0,0,3525.59993249288
"D1135","D1151","Mar 2023",0,0,2547.00818202613
"D1135","D1155","Mar 2023",0,108,634.640498304616
"D1135","D1156","Mar 2023",0,0,3496.81283360506
"D1135","D1158","Mar 2023",0,0,3408.15433271501
"D1135","D1160","Mar 2023",0,0,2228.82982580875
"D1135","D1161","Mar 2023",0,0,2474.48889305639
"D1135","D1162","Mar 2023",0,0,2901.74346423133
"D1135","D1164","Mar 2023",0,0,2854.3530775193
"D1136","D1077","Mar 2023",0,32,818.072910121551
"D1136","D1094","Mar 2023",0,0,1408.2168335249
"D1136","D1095","Mar 2023",0,0,1152.9036637206
"D1136","D1119","Mar 2023",0,4,773.572187301103
"D1136","D1120","Mar 2023",0,21,1102.35517417257
"D1136","D1123","Mar 2023",0,0,1607.99674966531
"D1136","D1126","Mar 2023",0,0,1330.63491190863
"D1136","D1127","Mar 2023",0,0,965.721440372301
"D1136","D1128","Mar 2023",0,0,1035.57570120913
"D1136","D1131","Mar 2023",0,10,827.080167204028
"D1136","D1132","Mar 2023",0,1,996.951991156242
"D1136","D1134","Mar 2023",0,21,773.092912432463
"D1136","D1135","Mar 2023",0,0,2446.58579408062
"D1136","D1138","Mar 2023",0,10,668.818472932881
"D1136","D1139","Mar 2023",0,0,2482.28478090119
"D1136","D1141","Mar 2023",0,0,1286.29164757253
"D1136","D1143","Mar 2023",0,0,1158.58681782475
"D1136","D1144","Mar 2023",0,0,1205.40916924814
"D1136","D1146","Mar 2023",0,0,1039.87433869878
"D1136","D1148","Mar 2023",0,0,1899.90674727246
"D1136","D1149","Mar 2023",0,1,994.674268171328
"D1136","D1150","Mar 2023",0,4,1079.96963849208
"D1136","D1151","Mar 2023",0,1,453.499125497497
"D1136","D1155","Mar 2023",0,0,1929.16166053194
"D1136","D1156","Mar 2023",0,0,1051.5244137714
"D1136","D1158","Mar 2023",0,0,1383.98110460953
"D1136","D1160","Mar 2023",0,0,1036.3230067116
"D1136","D1161","Mar 2023",0,0,1470.9294801101
"D1136","D1162","Mar 2023",0,0,1696.44977361482
"D1136","D1164","Mar 2023",0,3,983.385034457065
"D1138","D1077","Mar 2023",0,1908,323.746731694743
"D1138","D1094","Mar 2023",0,0,2075.94350323907
"D1138","D1095","Mar 2023",0,0,1818.67129318576
"D1138","D1119","Mar 2023",0,2,1441.39115213696
"D1138","D1120","Mar 2023",0,0,1593.43392499754
"D1138","D1123","Mar 2023",0,0,1783.53890987617
"D1138","D1126","Mar 2023",0,1,1564.94336515813
"D1138","D1127","Mar 2023",0,0,1616.80791441582
"D1138","D1128","Mar 2023",0,1,1589.81185572815
"D1138","D1131","Mar 2023",3,1962,328.087924123553
"D1138","D1132","Mar 2023",0,1,1540.50635542839
"D1138","D1134","Mar 2023",0,5,1269.52148647011
"D1138","D1135","Mar 2023",0,0,2101.76587895375
"D1138","D1136","Mar 2023",0,3,668.818472932881
"D1138","D1139","Mar 2023",0,0,2141.74631329688
"D1138","D1141","Mar 2023",1,617,669.617732432313
"D1138","D1143","Mar 2023",0,8,1047.3411574052
"D1138","D1144","Mar 2023",0,476,596.962500017393
"D1138","D1146","Mar 2023",0,1293,425.055260582196
"D1138","D1148","Mar 2023",0,1,1473.90352223376
"D1138","D1149","Mar 2023",0,0,1562.32873742656
"D1138","D1150","Mar 2023",0,0,1563.59310424698
"D1138","D1151","Mar 2023",0,0,1084.62870596082
"D1138","D1155","Mar 2023",0,3,1503.22739857734
"D1138","D1156","Mar 2023",0,1,1533.63424030293
"D1138","D1158","Mar 2023",0,0,2051.24645986716
"D1138","D1160","Mar 2023",1,1218,417.407056172482
"D1138","D1161","Mar 2023",0,0,1938.33687452963
"D1138","D1162","Mar 2023",0,0,2244.04536019306
"D1138","D1164","Mar 2023",0,0,1618.43842980907
"D1139","D1077","Mar 2023",0,0,2402.43528579561
"D1139","D1094","Mar 2023",0,0,3465.16424724602
"D1139","D1095","Mar 2023",0,0,3226.05101848826
"D1139","D1119","Mar 2023",0,0,2977.43090334192
"D1139","D1120","Mar 2023",0,0,3584.51379725583
"D1139","D1123","Mar 2023",0,0,3924.17014460898
"D1139","D1126","Mar 2023",0,0,3694.62895438323
"D1139","D1127","Mar 2023",0,0,3317.68999073893
"D1139","D1128","Mar 2023",0,0,3508.52139247302
"D1139","D1131","Mar 2023",0,0,2401.42667590618
"D1139","D1132","Mar 2023",0,0,2540.42311082572
"D1139","D1134","Mar 2023",0,0,2343.85291478584
"D1139","D1135","Mar 2023",261,5596,41.7770892196142
"D1139","D1136","Mar 2023",0,0,2482.28478090119
"D1139","D1138","Mar 2023",0,0,2141.74631329688
"D1139","D1141","Mar 2023",0,0,2340.97472975355
"D1139","D1143","Mar 2023",0,0,3165.39347948146
"D1139","D1144","Mar 2023",0,0,2343.80994344303
"D1139","D1146","Mar 2023",0,0,2281.81206655898
"D1139","D1148","Mar 2023",0,68,701.877419763484
"D1139","D1149","Mar 2023",0,0,3462.70475713481
"D1139","D1150","Mar 2023",0,0,3561.60016290178
"D1139","D1151","Mar 2023",0,0,2578.34496862003
"D1139","D1155","Mar 2023",0,95,676.414421497176
"D1139","D1156","Mar 2023",0,0,3532.86384169127
"D1139","D1158","Mar 2023",0,0,3434.3752048744
"D1139","D1160","Mar 2023",0,0,2270.34421443154
"D1139","D1161","Mar 2023",0,0,2491.55812050027
"D1139","D1162","Mar 2023",0,0,2918.14317683691
"D1139","D1164","Mar 2023",0,0,2880.80296270275
"D1141","D1077","Mar 2023",1,491,481.766538867907
"D1141","D1094","Mar 2023",0,0,2679.58240087799
"D1141","D1095","Mar 2023",0,0,2431.40394068955
"D1141","D1119","Mar 2023",0,4,2049.66783668643
"D1141","D1120","Mar 2023",0,0,1964.44014459054
"D1141","D1123","Mar 2023",0,0,1836.41594495127
"D1141","D1126","Mar 2023",0,0,1706.92573311646
"D1141","D1127","Mar 2023",0,0,2159.88814766764
"D1141","D1128","Mar 2023",0,0,2020.89124475666
"D1141","D1131","Mar 2023",0,448,472.670159827898
"D1141","D1132","Mar 2023",0,0,2208.6739517907
"D1141","D1134","Mar 2023",0,0,1938.99517153348
"D1141","D1135","Mar 2023",0,0,2299.19817422647
"D1141","D1136","Mar 2023",0,0,1286.29164757253
"D1141","D1138","Mar 2023",1,174,669.617732432313
"D1141","D1139","Mar 2023",0,0,2340.97472975355
"D1141","D1143","Mar 2023",0,0,989.531718120441
"D1141","D1144","Mar 2023",26,4380,82.2889967901354
"D1141","D1146","Mar 2023",20,2996,249.004994108656
"D1141","D1148","Mar 2023",0,0,1639.51667447048
"D1141","D1149","Mar 2023",0,0,2008.87141337235
"D1141","D1150","Mar 2023",0,0,1930.95383306104
"D1141","D1151","Mar 2023",0,0,1729.36739828856
"D1141","D1155","Mar 2023",0,0,1664.58305687445
"D1141","D1156","Mar 2023",0,0,1902.96193648385
"D1141","D1158","Mar 2023",0,0,2657.3181124535
"D1141","D1160","Mar 2023",20,2982,254.61470634591
"D1141","D1161","Mar 2023",0,0,2605.23481377232
"D1141","D1162","Mar 2023",0,0,2913.24600484061
"D1141","D1164","Mar 2023",0,22,2264.78922787611
"D1143","D1077","Mar 2023",0,23,762.959186450551
"D1143","D1094","Mar 2023",0,0,2232.22643665972
"D1143","D1095","Mar 2023",0,0,2035.50980459562
"D1143","D1119","Mar 2023",0,0,1690.95229312542
"D1143","D1120","Mar 2023",0,3,1182.69191826359
"D1143","D1123","Mar 2023",0,0,847.01432059002
"D1143","D1126","Mar 2023",0,1,746.381059877175
"D1143","D1127","Mar 2023",0,0,1624.55691177976
"D1143","D1128","Mar 2023",0,0,1312.36984910509
"D1143","D1131","Mar 2023",0,40,764.022423390277
"D1143","D1132","Mar 2023",0,15,2129.78231978702
"D1143","D1134","Mar 2023",0,0,1928.52975233856
"D1143","D1135","Mar 2023",0,0,3124.51478142266
"D1143","D1136","Mar 2023",0,0,1158.58681782475
"D1143","D1138","Mar 2023",0,14,1047.3411574052
"D1143","D1139","Mar 2023",0,0,3165.39347948146
"D1143","D1141","Mar 2023",0,6,989.531718120441
"D1143","D1144","Mar 2023",1,4,937.891345339708
"D1143","D1146","Mar 2023",0,4,920.966939557756
"D1143","D1148","Mar 2023",0,0,2476.85762723131
"D1143","D1149","Mar 2023",0,1,1325.38121544426
"D1143","D1150","Mar 2023",0,1,1149.48078793233
"D1143","D1151","Mar 2023",0,0,1558.3238874017
"D1143","D1155","Mar 2023",0,0,2505.14162490479
"D1143","D1156","Mar 2023",0,0,1128.23472169649
"D1143","D1158","Mar 2023",0,0,2219.02658372732
"D1143","D1160","Mar 2023",0,11,930.715114349524
"D1143","D1161","Mar 2023",0,9,2621.38308132265
"D1143","D1162","Mar 2023",0,42,2802.76085234532
"D1143","D1164","Mar 2023",0,60,2014.92439321436
"D1144","D1077","Mar 2023",0,382,399.481975190619
"D1144","D1094","Mar 2023",0,0,2597.49523847416
"D1144","D1095","Mar 2023",0,0,2349.57059471017
"D1144","D1119","Mar 2023",0,2,1967.8248645348
"D1144","D1120","Mar 2023",0,0,1888.09781601047
"D1144","D1123","Mar 2023",0,0,1783.08761582998
"D1144","D1126","Mar 2023",0,0,1644.89279680014
"D1144","D1127","Mar 2023",0,0,2077.79932151069
"D1144","D1128","Mar 2023",0,0,1941.88144724697
"D1144","D1131","Mar 2023",1,400,390.387975113222
"D1144","D1132","Mar 2023",0,0,2133.25803295497
"D1144","D1134","Mar 2023",0,0,1864.95639001972
